region_or_nation,job_family,occupation,medium_skilled,include_fe,include_he,demand_entry,demand_ticker,lq,lq_label,demand_entry_sl,demand_entry_fe,demand_entry_he,advertised_avg_salary_entry_hs,advertised_avg_salary_entry_degree,advertised_entry_salary_degree_premium,advertised_entry_salary_degree_premium_percentage,supply_fe,supply_he,fe_ds_ratio,he_ds_ratio,fe_ds_ratio_log,he_ds_ratio_log
WALES,Skilled Trades Occupations,Building Finishing Trades,1,1,0,366,Low,0.921028935933992,Average,87.31,257.83,18.08,28292.4213,28687.6435294118,395.22222941176,0.0139691907320693,1484,,0.173854447439353,,-1.74953683880571,
WALES,Administrative And Secretarial Occupations,Administrative Occupations: Government and Related Organisations,0,0,0,364,Low,0.66294075816943,Very Low,137.62,88.01,111.59,24803.506,39839.9644211679,15036.4584211679,0.606223104958141,1919,,0.0458572173006774,,-3.08222268152949,
WALES,"Managers, Directors And Senior Officials",Production Managers and Directors,0,0,0,350,Low,0.774743298084611,Low,86.8,114.51,141.88,36133.8301,42004.95075408,5871.12065408,0.162482655113829,0,,Inf,,Inf,
WALES,Skilled Trades Occupations,Other Skilled Trades,1,0,0,340,Low,0.58494477012922,Very Low,144.9,77.71,99.72,24983.1666,39659.0897123595,14675.9231123595,0.587432463919908,716,,0.108938547486034,,-2.21697134027105,
WALES,Sales And Customer Service Occupations,Sales Supervisors,0,1,0,288,Low,0.627534331755247,Very Low,65.84,124.31,91.92,26459.3833,26827.9856300429,368.602330042919,0.0139308738175662,1177,31,0.1053525913339,2.96774193548387,-2.25044254165524,1.08780137256389
WALES,Sales And Customer Service Occupations,Customer Service Managers and Supervisors,0,0,0,266,Low,0.684115296093835,Low,50,53.54,153.64,28491.673,40919.7001840708,12428.0271840708,0.436198575775834,705,,0.0765957446808511,,-2.56921375624799,
WALES,Skilled Trades Occupations,Agricultural and Related Trades,1,0,0,264,Low,0.590789927491873,Very Low,103.04,110.49,42,21480.9826,39472.1089146667,17991.1263146667,0.837537399926327,1830,,0.060655737704918,,-2.80254104452313,
WALES,"Caring, Leisure And Other Service Occupations",Animal Care and Control Services,1,0,0,236,Low,0.74528535431011,Low,115.22,76.18,34.28,23131.0033,27784.3367,4653.3334,0.201173003161519,1403,109,0.0541696364932288,0.293577981651376,-2.91563473981613,-1.22561197942942
WALES,Professional Occupations,Media Professionals,0,0,1,230,Low,0.339936823430893,Very Low,24.26,14.71,174.56,27670.1303,36499.1688808538,8829.03858085382,0.319081930049813,427,99,0.0351288056206089,1.75757575757576,-3.34873381212641,0.563935449079941
WALES,Associate Professional And Technical Occupations,Protective Service Occupations,1,0,0,210,Low,0.532280419800307,Very Low,57.98,47.68,73.57,,,,,3230,6,0.0148606811145511,12.2616666666667,-4.20903640530881,2.50647786471612
WALES,"Managers, Directors And Senior Officials",Health and Social Services Managers and Directors,0,0,0,204,Low,0.62479288484519,Very Low,29.64,46.52,107.76,,,,,0,,Inf,,Inf,
WALES,Elementary Occupations,Elementary Agricultural Occupations,0,0,0,201,Low,1.05234651678186,Average,84.67,63,40.22,24588.4802,26224.859375,1636.379175,0.0665506432967743,486,,0.12962962962963,,-2.04307389750896,
WALES,Associate Professional And Technical Occupations,Draughtspersons and Related Architectural Technicians,1,0,0,198,Low,0.538424456646002,Very Low,17.77,82.57,80.13,28186.5333,37137.8106479592,8951.27734795919,0.317572837095195,488,99,0.170081967213115,0.809393939393939,-1.77147479805655,-0.211469534344611
WALES,"Caring, Leisure And Other Service Occupations",Cleaning and Housekeeping Managers and Supervisors,0,0,0,187,Low,0.67785165476923,Low,62.78,78.18,43.21,,,,,265,,0.294339622641509,,-1.22302099929663,
WALES,"Managers, Directors And Senior Officials",Managers and Directors in Transport and Logistics,0,0,0,136,Low,0.702850016354299,Low,47.9,21.6,62.83,30377.4833,40065.5445457627,9688.06124576271,0.31892244495984,0,,Inf,,Inf,
WALES,Skilled Trades Occupations,Textiles and Garments Trades,1,0,0,136,Low,0.837976358416373,Average,51.66,48.64,30.72,29717.2634,32401.345,2684.0816,0.0903206181495165,105,9,0.466666666666667,3.41333333333333,-0.762140052046896,1.22768933094325
WALES,"Process, Plant And Machine Operatives",Other Drivers and Transport Operatives,0,0,0,127,Low,0.558988179272466,Very Low,34.81,38.61,45.66,27484.1759,27780.5109652174,296.335065217394,0.0107820247656541,236,,0.161016949152542,,-1.82624564529923,
WALES,Skilled Trades Occupations,"Skilled Metal, Electrical and Electronic Trades Supervisors",1,0,0,121,Low,0.802648325130178,Low,28.81,63.85,24.6,32034.2766,39195.5793434783,7161.30274347826,0.223551255203879,216,,0.296296296296296,,-1.21639532432449,
WALES,Skilled Trades Occupations,Printing Trades,1,0,0,78,Low,0.405910341939111,Very Low,22.81,22.58,27.09,,,,,230,,0.0956521739130435,,-2.34703685556488,
WALES,Associate Professional And Technical Occupations,Transport Associate Professionals,1,0,0,70,Low,0.769806208439954,Low,25.17,13.67,21.75,,,,,119,3,0.117647058823529,7.25,-2.14006616349627,1.98100146886658
WALES,Professional Occupations,Conservation and Environment Professionals,0,0,0,59,Low,0.929513194701373,Average,4.39,3.67,43.49,30942.15,33293.3118357143,2351.16183571429,0.0759857293599277,97,64,0.0412371134020619,0.6875,-3.18841661738349,-0.374693449441411
WALES,Skilled Trades Occupations,Construction and Building Trades Supervisors,1,0,0,58,Low,0.667278172766413,Low,23.22,28.91,5.41,29963.9806,36116.4423,6152.4617,0.205328583746313,350,,0.0828571428571429,,-2.49063732449698,
WALES,Professional Occupations,Librarians and Related Professionals,0,0,0,55,Low,0.590377693690792,Very Low,11.88,5.18,28.25,21510.8126,23309.4540694915,1798.64146949152,0.083615691463535,51,25,0.0980392156862745,1.13,-2.32238772029023,0.122217632724249
WALES,"Managers, Directors And Senior Officials",Senior Officers in Protective Services,0,0,0,48,Low,0.746774558454927,Low,10.39,9.68,23.61,33709.1105,41082.6533,7373.5428,0.218740355074038,0,,Inf,,Inf,
WALES,Associate Professional And Technical Occupations,Conservation and Environmental Associate Professionals,1,0,0,42,Low,1.0817942584736,Average,10.54,13.1,15.51,22163.8923,27662.3859,5498.4936,0.248083392825366,40,22,0.325,0.727272727272727,-1.1239300966524,-0.318453731118535
WALES,"Managers, Directors And Senior Officials",Chief Executives and Senior Officials,0,0,0,25,Low,0.468553725151422,Very Low,1.68,1.19,16.65,38984.1542,45530.2436258064,6546.08942580645,0.167916671789854,0,,Inf,,Inf,
WALES,Professional Occupations,Research and Development Managers ,0,0,0,23,Low,0.534151246672621,Very Low,2.16,4.71,13.84,,,,,16,,0.3125,,-1.16315080980568,
WALES,"Managers, Directors And Senior Officials",Managers and Proprietors in Agriculture Related Services,0,0,0,21,Low,1.29785509522108,High,2.18,9.16,6.86,,30274.0277,,,62,,0.161290322580645,,-1.82454929205105,
WALES,"Managers, Directors And Senior Officials",Financial Institution Managers and Directors,0,0,0,12,Low,0.560858809006252,Very Low,1.13,1.44,7.82,29878.3291,52191.3189,22312.9898,0.746795101068754,0,,Inf,,Inf,
WEST MIDLANDS,Professional Occupations,Teaching and Educational Professionals,0,1,0,37421,Very High,1.64804209472485,Very High,5859.77,3371.1,16752.9,32447.4284,34209.0630525813,1761.63465258127,0.0542919651709984,1243,1483,2.71279163314562,11.2966284558328,0.997978227611037,2.42450431445762
WEST MIDLANDS,Associate Professional And Technical Occupations,"Sales, Marketing and Related Associate Professionals",1,1,0,23281,Very High,0.987555984683347,Average,4867.41,2677.75,14954.56,29964.9858,38098.1842051131,8133.19840511306,0.271423402613895,1755,1224,1.52535612535613,12.218137254902,0.422227907620389,2.50292150799178
WEST MIDLANDS,Administrative And Secretarial Occupations,Other Administrative Occupations,0,1,0,22836,Very High,1.05590532450203,Average,12677.61,5619.97,4140.98,20590.6757,28567.565647005,7976.88994700503,0.387403019853546,3727,,1.50791521330829,,0.410728043408478,
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Caring Personal Services,1,1,0,20780,Very High,1.16829501426919,Average,6753.54,11150.73,2609.49,20600.0565,21400.7014842391,800.64498423913,0.0388661547719119,2736,42,4.07565789473684,62.1307142857143,1.40503218022292,4.129240460641
WEST MIDLANDS,"Process, Plant And Machine Operatives",Road Transport Drivers,0,0,0,20760,Very High,1.6024874598741,Very High,9015.84,6570.14,3895.59,22586.2561,23503.4902866397,917.234186639678,0.0406102801003695,483,,13.6024844720497,,2.61025245782608,
WEST MIDLANDS,Professional Occupations,Nursing and Midwifery Professionals,0,0,1,19427,Very High,1.26081501535875,High,1.54,1.62,15808.89,29771.0799,34345.7934940235,4574.71359402348,0.153663004815068,4,4591,0.5,3.44195164452189,-0.693147180559945,1.23603864903346
WEST MIDLANDS,Professional Occupations,Information Technology and Telecommunications Professionals,0,1,0,14731,Very High,0.830508216260527,Low,1410.78,1298.68,11259.07,43356.3316,51403.9853803612,8047.65378036118,0.185616575096985,3770,900,0.344562334217507,12.5100777777778,-1.06548026377146,2.52653454170792
WEST MIDLANDS,Sales And Customer Service Occupations,Customer Service Occupations,0,1,0,12977,High,0.982162426824199,Average,7080.74,3328.27,2196.04,21332.0372,26753.4036599671,5421.36645996705,0.25414199352545,1218,24,2.73234811165846,91.5016666666667,1.00516135367126,4.51635718705183
WEST MIDLANDS,Sales And Customer Service Occupations,Sales Assistants and Retail Cashiers,0,1,0,12881,High,0.983088050332952,Average,6179.04,3138.31,3221.38,22731.8923,36312.5928828265,13580.7005828265,0.597429391429348,3082,,1.01849448410123,,0.0183255409618896,
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Childcare and Related Personal Services,1,1,1,12140,High,1.24027905622868,High,4853.99,4869.1,1866.73,21462.318,23068.2189012668,1605.9009012668,0.074824205906687,4189,687,1.16232991167343,2.71721979621543,0.150426535235666,0.999609223828649
WEST MIDLANDS,Associate Professional And Technical Occupations,Public Services and Other Associate Professionals,1,1,0,11531,High,1.09661779199328,Average,2841.02,2342.06,5942.59,30399.0708,39356.5276740072,8957.45687400722,0.294662193227538,1118,325,2.09570661896243,18.2830769230769,0.73989078479275,2.90597587369281
WEST MIDLANDS,Professional Occupations,Health Professionals,0,0,1,9702,High,1.10100903387648,Average,109.82,97.51,6577.75,41023.5289,46441.4592260586,5417.93032605863,0.13206885100659,2,1584,49.5,4.12184343434343,3.90197266957464,1.41630049881226
WEST MIDLANDS,Associate Professional And Technical Occupations,"Business, Finance and Related Associate Professionals",1,1,1,9685,High,0.937664193148115,Average,1741.84,1718.64,5398.34,33766.2658,46831.2324368724,13064.9666368724,0.386923644866659,1850,868,0.929189189189189,6.21928571428571,-0.0734429126895214,1.82765506322527
WEST MIDLANDS,Elementary Occupations,Other Elementary Services Occupations,0,1,0,9134,High,0.97279261491563,Average,4348.29,3740.26,841.06,21254.0125,22038.4099655172,784.397465517239,0.0369058532132339,2509,,1.49063371861299,,0.399201344042153,
WEST MIDLANDS,Skilled Trades Occupations,Food Preparation and Hospitality Trades,1,1,1,8977,High,0.933769875400377,Average,3360.08,5394.15,192.04,,,,,2469,22,2.18509518023491,8.72909090909091,0.781659388347054,2.16666123030442
WEST MIDLANDS,Sales And Customer Service Occupations,Sales Related Occupations,0,1,0,8956,High,1.04006387582021,Average,2631.97,1055.25,5005.84,23928.9634,35090.0375471503,11161.0741471503,0.46642530896889,498,11,2.11847389558233,455.076363636364,0.750695968885514,6.12046523703654
WEST MIDLANDS,Administrative And Secretarial Occupations,Administrative Occupations: Finance,1,1,0,8558,High,0.994304493171866,Average,4267.58,1086.77,2817.22,23652.9338,35508.6489888889,11855.7151888889,0.501236560721651,3696,,0.294101731601732,,-1.22382954564036,
WEST MIDLANDS,Administrative And Secretarial Occupations,Secretarial and Related Occupations,1,1,0,7994,High,0.966313854489493,Average,4752.39,1810.42,1211.16,22732.7052,26026.8058737075,3294.10067370753,0.144905792985321,2190,,0.82648401826484,,-0.190574698550675,
WEST MIDLANDS,Associate Professional And Technical Occupations,Information Technology Technicians,1,1,0,7598,Medium,0.912606714236127,Average,2410.6,1550.91,3433.38,30464.4601,38482.9697183184,8018.50961831842,0.263208656644416,1801,218,0.861188228761799,15.7477064220183,-0.149442181999417,2.7566947306686
WEST MIDLANDS,Elementary Occupations,Elementary Cleaning Occupations,0,1,0,7356,Medium,1.07767951243716,Average,4361.53,1595.67,1286.62,19313.3307,23851.7298387097,4538.39913870968,0.234987905980903,410,,3.89512195121951,,1.35972498851666,
WEST MIDLANDS,Elementary Occupations,Elementary Storage Occupations,0,1,0,6894,Medium,1.57825633150995,Very High,3620.43,1903.44,1151.17,18500.247,29341.5858670103,10841.3388670103,0.586010493103704,255,,7.46274509803922,,2.00992332213772,
WEST MIDLANDS,Professional Occupations,"Business, Research and Administrative Professionals",0,1,1,6546,Medium,0.826232739672035,Low,260.11,113.34,5117.64,38392.6375,49310.5429158434,10917.9054158434,0.284374977255559,483,667,0.231884057971014,7.67316341829085,-1.46151778235748,2.03772897080411
WEST MIDLANDS,Associate Professional And Technical Occupations,"Science, Engineering and Production Technicians",1,1,1,6219,Medium,1.20110713984492,High,1396.56,2972.49,1588.67,28181.3123,33267.8965158455,5086.58421584554,0.180494937982201,1858,459,1.60010764262648,3.38562091503268,0.470070903624314,1.21953732086705
WEST MIDLANDS,Administrative And Secretarial Occupations,Administrative Occupations: Records,1,1,0,5992,Medium,1.11979868743054,Average,2451.47,1097.14,2195.59,23147.3893,34411.6207417349,11264.2314417349,0.486630751129021,1685,,0.651038575667656,,-0.429186382511232,
WEST MIDLANDS,Associate Professional And Technical Occupations,Welfare and Housing Associate Professionals,1,1,1,5190,Medium,1.04771564971398,Average,887.55,1849.13,2001.69,24231.2924,26899.4677378345,2668.17533783455,0.110112795214941,887,466,2.08568207440812,4.29547210300429,0.735095935762792,1.45756146860493
WEST MIDLANDS,Skilled Trades Occupations,"Metal Machining, Fitting and Instrument Making Trades",1,1,0,4916,Medium,1.7687909704392,Very High,1157.57,3054.26,615.61,26814.9721,31284.7763495868,4469.80424958678,0.16669061720138,785,,3.89044585987261,,1.35852376799617,
WEST MIDLANDS,"Process, Plant And Machine Operatives",Mobile Machine Drivers and Operatives,0,1,0,4789,Medium,1.62427959266843,Very High,2813.23,1300.28,626.5,17710.4914,25733.4463018182,8022.95490181818,0.453005776102756,243,,5.34979423868313,,1.67705810010908,
WEST MIDLANDS,Professional Occupations,Welfare Professionals,0,1,1,4437,Medium,1.0576988251855,Average,173.79,340.11,3724.7,33280.8859,45931.3532592593,12650.4673592593,0.380112097895184,347,417,0.979827089337176,8.93213429256595,-0.0203791623366519,2.18965536885884
WEST MIDLANDS,Skilled Trades Occupations,Vehicle Trades,1,1,0,4402,Medium,1.44737894932964,High,896.32,3241.31,211.63,,,,,2198,,1.47452229299363,,0.38833406817798,
WEST MIDLANDS,Professional Occupations,Engineering Professionals,0,1,1,4387,Medium,1.42998477818597,High,332.01,1383.95,2446.24,40269.5775,45218.9141947059,4949.33669470587,0.122905106086744,931,1342,1.48657357679914,1.82339791356185,0.396473858900547,0.600701745911046
WEST MIDLANDS,Associate Professional And Technical Occupations,Health Associate Professionals,1,1,1,3825,Medium,1.22800441626298,High,385.1,1690.3,1452.44,26342.3,26729.3701051282,387.070105128205,0.0146938613988985,204,411,8.28921568627451,3.53391727493917,2.11495535505436,1.26240696528713
WEST MIDLANDS,"Process, Plant And Machine Operatives",Assemblers and Routine Operatives,0,1,0,3752,Medium,1.42783927427432,High,1298.38,1043.82,1289.18,27323.9928,38583.0658028571,11259.0730028571,0.412058116296134,364,,2.86813186813187,,1.05366090080584,
WEST MIDLANDS,"Process, Plant And Machine Operatives",Process Operatives,0,1,0,3517,Medium,1.16453517055896,Average,1337.41,874.12,1054.1,28022.1845,37978.6517106464,9956.46721064639,0.355306603974661,373,,2.34316353887399,,0.851501956011718,
WEST MIDLANDS,Skilled Trades Occupations,Construction and Building Trades,1,1,0,3427,Medium,0.925052993062295,Average,748.07,2160.85,473.38,,,,,5185,,0.416972034715526,,-0.874736122464473,
WEST MIDLANDS,Associate Professional And Technical Occupations,"Artistic, Literary and Media Occupations",1,1,1,3315,Medium,0.951886536303331,Average,757.47,456.93,1617.65,28212.7883,35423.4842514706,7210.69595147058,0.255582534941099,1907,632,0.239643418982695,2.55957278481013,-1.42860321470622,0.939840363631754
WEST MIDLANDS,"Managers, Directors And Senior Officials",Managers and Directors in Retail and Wholesale,0,0,0,2949,Medium,1.04697385052692,Average,1003.34,557.08,1221.27,27772.7027,32832.6787885986,5059.97608859857,0.182192426255964,0,,Inf,,Inf,
WEST MIDLANDS,"Process, Plant And Machine Operatives",Plant and Machine Operatives,0,1,0,2941,Medium,1.49837574742844,High,776.2,1135.3,885.49,28845.4312,33328.2896066421,4482.85840664207,0.155409651378069,204,,5.56862745098039,,1.71714860543688,
WEST MIDLANDS,Skilled Trades Occupations,Electrical and Electronic Trades,1,1,0,2932,Medium,1.2158986845745,High,551.4,1677.82,645.16,28136.3846,36409.666876367,8273.28227636701,0.294042123534486,1636,5,1.02628361858191,129.032,0.0259441399148513,4.86006043561488
WEST MIDLANDS,Elementary Occupations,Elementary Process Plant Occupations,0,0,0,2785,Medium,1.19816289115164,Average,1204.8,955.96,537.31,19920.8076,30327.2291038462,10406.4215038462,0.522389539259751,87,,10.9885057471264,,2.39684979439681,
WEST MIDLANDS,Professional Occupations,Legal Professionals,0,0,0,2693,Medium,0.920280231957699,Average,103.83,51.23,1361.52,40898.6878,53081.1002352381,12182.4124352381,0.297868051288386,113,76,0.451327433628319,17.9147368421053,-0.795562185988014,2.88562366140009
WEST MIDLANDS,Elementary Occupations,Elementary Security Occupations,0,1,0,2678,Medium,1.0337016803405,Average,1255.29,670.8,614.23,21511.4319,31901.3219276316,10389.8900276316,0.482993883249194,366,,1.83333333333333,,0.606135803570314,
WEST MIDLANDS,Elementary Occupations,Elementary Administration Occupations,0,1,0,2539,Medium,1.12934795256942,Average,1279.28,619.62,470.46,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,230,,2.69130434782609,,0.990025963761402,
WEST MIDLANDS,Skilled Trades Occupations,"Metal Forming, Welding and Related Trades",1,1,0,2519,Medium,2.04362580196977,Very High,909.44,1156.4,417.32,26667.69,30897.3073802198,4229.61738021978,0.158604565308048,305,,3.79344262295082,,1.33327395058626,
WEST MIDLANDS,Professional Occupations,Therapy Professionals,0,0,1,2248,Medium,0.931089325912847,Average,139.94,82.13,1879.92,31680.9503,35390.4414721311,3709.49117213115,0.117089012072064,116,495,0.706896551724138,3.7959595959596,-0.346870943842111,1.33393723684478
WEST MIDLANDS,"Managers, Directors And Senior Officials",Managers and Proprietors in Hospitality and Leisure Services,0,1,0,2196,Medium,1.05795182525541,Average,841.09,819.31,490.98,22924.7589,29829.3928992064,6904.63399920635,0.301186766208754,1096,,0.747262773722628,,-0.291338383654891,
WEST MIDLANDS,Associate Professional And Technical Occupations,Legal Associate Professionals,1,1,1,2145,Medium,0.839515683103172,Average,456.98,135.59,1246.83,29406.4,38939.5288852174,9533.12888521739,0.32418551353506,336,332,0.404761904761905,3.75602409638554,-0.904456274227152,1.32336097676355
WEST MIDLANDS,"Managers, Directors And Senior Officials",Managers and Proprietors in Other Services,0,1,0,2083,Medium,0.969816308435578,Average,596.12,524.46,891.2,38660.652,49814.1524638298,11153.5004638298,0.28849747448206,521,,1.00767754318618,,0.00764822083825638,
WEST MIDLANDS,"Managers, Directors And Senior Officials",Managers and Proprietors in Health and Care Services,0,0,0,2027,Medium,1.42357290153086,High,70.07,1144.07,714.65,,,,,111,,10.3063063063063,,2.33275597062741,
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Hairdressers and Related Services,0,1,0,1898,Medium,0.91607320281288,Average,451.78,1422.55,17.96,,,,,4111,,0.346144490391632,,-1.06089898880803,
WEST MIDLANDS,Professional Occupations,"Architects, Town Planners and Surveyors",0,1,1,1885,Medium,0.989434388847343,Average,171.4,451.37,1162.15,33965.5158,43155.457648326,9189.94184832601,0.270566827320962,421,140,1.06888361045131,8.30107142857143,0.0666147490819873,2.11638459425113
WEST MIDLANDS,Elementary Occupations,Elementary Construction Occupations,0,1,0,1824,Medium,0.949341866037661,Average,545.32,645.44,589.53,29607.1038,37637.5037586207,8030.39995862068,0.271232202003516,421,,1.53206650831354,,0.426617483113392,
WEST MIDLANDS,Associate Professional And Technical Occupations,Design Occupations,1,1,1,1785,Medium,0.808064412091745,Low,307.02,296.23,1110.1,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,1104,527,0.269021739130435,2.10626185958254,-1.31296308803434,0.744914745765016
WEST MIDLANDS,Administrative And Secretarial Occupations,Administrative Occupations: Office Managers and Supervisors,1,1,0,1736,Medium,0.958635721279488,Average,429,319.96,911.51,28281.8869,41881.4379621107,13599.5510621107,0.480857274841543,487,,0.657084188911704,,-0.419943127288818,
WEST MIDLANDS,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,1705,Medium,0.993097224326742,Average,582.97,952.57,137.71,,,,,457,,2.08315098468271,,0.733881643897159,
WEST MIDLANDS,"Managers, Directors And Senior Officials",Functional Managers and Directors,0,0,0,1572,Low,0.893152947759558,Average,137.7,182.08,1096.24,34628.8564,45424.6009774952,10795.7445774952,0.311755734951017,0,,Inf,,Inf,
WEST MIDLANDS,Associate Professional And Technical Occupations,Sports and Fitness Occupations,1,1,1,1548,Low,1.07842145973075,Average,476.64,783.64,247.56,22957.928,40358.799715493,17400.871715493,0.757946087969827,2435,259,0.321971252566735,0.955830115830116,-1.13329301516628,-0.045175084828377
WEST MIDLANDS,Professional Occupations,Quality and Regulatory Professionals,0,1,0,1452,Low,1.24557449194435,High,147.39,395.17,861.16,33949.683,43604.1576159892,9654.47461598916,0.284375987133345,170,55,2.32352941176471,15.6545454545455,0.843087327850862,2.75076131919526
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Leisure and Travel Services,0,1,0,1352,Low,0.712771890138404,Low,473.33,376.87,483.47,21567.3127,28675.0314342105,7107.71873421053,0.329559775623345,1090,,0.345871559633028,,-1.06168778777518,
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Housekeeping and Related Services,0,1,0,1294,Low,0.884072201839467,Average,515.69,543.47,199.9,19464.4944,20411.2642,946.769799999998,0.0486408627187356,79,,6.88607594936709,,1.92950139438892,
WEST MIDLANDS,Skilled Trades Occupations,Other Skilled Trades,1,1,0,1062,Low,0.980184173170385,Average,456.37,243.67,305.34,24983.1666,39659.0897123595,14675.9231123595,0.587432463919908,554,,0.44043321299639,,-0.819996461454082,
WEST MIDLANDS,Administrative And Secretarial Occupations,Administrative Occupations: Government and Related Organisations,0,1,0,1033,Low,1.00930141516147,Average,369.57,248.42,329.65,24803.506,39839.9644211679,15036.4584211679,0.606223104958141,1756,,0.14123006833713,,-1.95736502803008,
WEST MIDLANDS,"Managers, Directors And Senior Officials",Production Managers and Directors,0,0,0,964,Low,1.14475893329772,Average,236.39,313.76,394.83,36133.8301,42004.95075408,5871.12065408,0.162482655113829,0,,Inf,,Inf,
WEST MIDLANDS,Sales And Customer Service Occupations,Sales Supervisors,0,1,1,956,Low,1.11750665672219,Average,218.56,412.65,305.12,26459.3833,26827.9856300429,368.602330042919,0.0139308738175662,385,51,1.07272727272727,5.98039215686275,0.0702042586732461,1.78848614388309
WEST MIDLANDS,Associate Professional And Technical Occupations,Draughtspersons and Related Architectural Technicians,1,1,1,935,Low,1.36401272761087,High,96.56,455.57,346.41,28186.5333,37137.8106479592,8951.27734795919,0.317572837095195,297,85,1.53198653198653,4.07541176470588,0.42656528014825,1.40497178814156
WEST MIDLANDS,Professional Occupations,Natural and Social Science Professionals,0,0,1,899,Low,0.814868984159225,Low,126.62,46.55,473.01,34691.706,36853.7692319347,2162.06323193474,0.0623221940118694,853,389,0.0539273153575615,1.2133676092545,-2.92011815100259,0.19339964196711
WEST MIDLANDS,Elementary Occupations,Elementary Sales Occupations,0,1,0,815,Low,1.25432944148058,High,490.54,178.97,103.7,18853.7343,20621.68,1767.9457,0.0937716460765017,20,,8.95,,2.19165353228676,
WEST MIDLANDS,Skilled Trades Occupations,Agricultural and Related Trades,1,1,0,740,Low,0.88839907739361,Average,287.96,303.93,122.1,21480.9826,39472.1089146667,17991.1263146667,0.837537399926327,908,,0.334801762114537,,-1.09421667719507,
WEST MIDLANDS,Professional Occupations,Media Professionals,0,0,1,723,Low,0.573265619719963,Very Low,77.66,46.53,547.11,27670.1303,36499.1688808538,8829.03858085382,0.319081930049813,57,151,0.807017543859649,3.62913907284768,-0.214409871345455,1.28899545013309
WEST MIDLANDS,Sales And Customer Service Occupations,Customer Service Managers and Supervisors,0,1,0,700,Low,0.965812735763741,Average,131.58,140.91,404.32,28491.673,40919.7001840708,12428.0271840708,0.436198575775834,218,,0.646788990825688,,-0.435735172410921,
WEST MIDLANDS,"Managers, Directors And Senior Officials",Health and Social Services Managers and Directors,0,0,0,651,Low,1.06963134190886,Average,97.96,134.28,351.62,,,,,0,,Inf,,Inf,
WEST MIDLANDS,Skilled Trades Occupations,Building Finishing Trades,1,1,0,579,Low,0.781660158972015,Low,140.09,401.27,32.66,28292.4213,28687.6435294118,395.22222941176,0.0139691907320693,1152,,0.348090277777778,,-1.05529341394927,
WEST MIDLANDS,Associate Professional And Technical Occupations,Protective Service Occupations,1,0,1,555,Low,0.754677501203616,Low,158.04,134.75,188.19,,,,,1527,30,0.0884086444007859,6.273,-2.4257855267802,1.83625470911461
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Cleaning and Housekeeping Managers and Supervisors,0,1,0,546,Low,1.06177603900022,Average,183.31,228.26,126.15,,,,,124,,1.83870967741935,,0.609064063349401,
WEST MIDLANDS,"Caring, Leisure And Other Service Occupations",Animal Care and Control Services,1,1,0,540,Low,0.914853528554585,Average,268.3,168.68,79.02,23131.0033,27784.3367,4653.3334,0.201173003161519,816,77,0.207107843137255,0.935064935064935,-1.57451564004103,-0.0671393028376286
WEST MIDLANDS,"Managers, Directors And Senior Officials",Managers and Directors in Transport and Logistics,0,0,0,438,Low,1.21435337756323,High,153.46,70.05,202.81,30377.4833,40065.5445457627,9688.06124576271,0.31892244495984,0,,Inf,,Inf,
WEST MIDLANDS,"Process, Plant And Machine Operatives",Other Drivers and Transport Operatives,0,0,0,394,Low,0.930341402691343,Average,152.62,83.66,134.74,27484.1759,27780.5109652174,296.335065217394,0.0107820247656541,154,,0.538961038961039,,-0.618111994617031,
WEST MIDLANDS,Elementary Occupations,Elementary Agricultural Occupations,0,1,0,364,Low,1.02237758154373,Average,151.14,114.44,73.9,24588.4802,26224.859375,1636.379175,0.0665506432967743,161,,0.708074534161491,,-0.345205916589967,
WEST MIDLANDS,Skilled Trades Occupations,Textiles and Garments Trades,1,1,0,359,Low,1.18668247866367,Average,130.13,111.93,101.97,29717.2634,32401.345,2684.0816,0.0903206181495165,64,7,1.75,14.5671428571429,0.559615787935423,2.67876850332082
WEST MIDLANDS,Skilled Trades Occupations,"Skilled Metal, Electrical and Electronic Trades Supervisors",1,1,0,346,Low,1.2312982322156,High,82.38,182.57,70.36,32034.2766,39195.5793434783,7161.30274347826,0.223551255203879,105,,1.74285714285714,,0.555525802683896,
WEST MIDLANDS,Skilled Trades Occupations,Printing Trades,1,0,0,310,Low,0.865454880591445,Average,94.24,88.84,105.69,,,,,129,,0.689922480620155,,-0.371176034629532,
WEST MIDLANDS,Skilled Trades Occupations,Construction and Building Trades Supervisors,1,0,0,165,Low,1.01838054323888,Average,66.05,82.24,15.4,29963.9806,36116.4423,6152.4617,0.205328583746313,205,,0.4,,-0.916290731874155,
WEST MIDLANDS,"Managers, Directors And Senior Officials",Senior Officers in Protective Services,0,0,0,158,Low,1.31871998222964,High,33.8,32.26,78.22,33709.1105,41082.6533,7373.5428,0.218740355074038,0,,Inf,,Inf,
