geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level 
Region,WEST MIDLANDS,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,279,Low,111.69,139.06,26.05,33400,High,0.808008256387718,Low,43,,Medium,
Region,YORKSHIRE AND THE HUMBER,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,438,Low,175.34,218.31,40.89,31800,High,1.32612865599576,High,54,,Medium,
Region,EAST MIDLANDS,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,702,Low,136.48,146.15,419.37,36500,High,0.751289357161124,Low,52,,Medium,
Region,EAST OF ENGLAND,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,1428,Low,277.62,297.3,853.08,37400,High,1.14469135811537,Average,61,,Medium,
Region,GREATER LONDON,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,2406,Low,467.76,500.91,1437.33,48800,Very High,1.31416537745864,High,55,,Medium,
Region,NORTH EAST ENGLAND,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,418,Low,81.26,87.02,249.71,35500,High,0.833187383670817,Low,44,,Medium,
Region,NORTH WEST ENGLAND,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,1213,Low,235.82,252.54,724.64,38900,High,1.04421339976403,Average,43,,Medium,
Region,SOUTH EAST ENGLAND,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,1840,Low,357.72,383.08,1099.2,38900,High,0.991478601411886,Average,60,,Medium,
Region,SOUTH WEST ENGLAND,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,1528,Low,297.06,318.12,912.82,35700,High,1.36907972251175,High,65,,Medium,
Region,WEST MIDLANDS,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,1013,Low,196.94,210.9,605.16,37900,High,0.911082592736212,Average,47,,Medium,
Region,YORKSHIRE AND THE HUMBER,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,1046,Low,203.36,217.77,624.87,40200,High,0.983512631829875,Average,49,,Medium,
Region,EAST MIDLANDS,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,8009,High,4935.8,2136.41,803.17,23000,Low,0.930225093541041,Average,75,,High,
Region,EAST OF ENGLAND,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,9854,High,6093.63,2641.29,959.24,23500,Low,0.857259659147647,Average,71,,High,
Region,GREATER LONDON,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,15279,Medium,9119.78,4176.51,1652.8,30300,Medium,0.905709580590266,Average,69,,High,
Region,NORTH EAST ENGLAND,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,6287,Very High,3898.52,1656.03,593.9,22500,Low,1.36003315670714,High,71,,High,
Region,NORTH WEST ENGLAND,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,15464,High,9874.77,4027.08,1305.94,23400,Low,1.44474079040823,High,67,,High,
Region,SOUTH EAST ENGLAND,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,14379,High,8891.78,3806.79,1410.22,25500,Medium,0.840879643175212,Average,73,,High,
Region,SOUTH WEST ENGLAND,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,10076,High,6077.27,2692.46,1057.23,24300,Medium,0.97979038968612,Average,74,,High,
Region,WEST MIDLANDS,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,8594,High,5322.75,2270.29,835.76,23700,Low,0.838848023581651,Average,63,,Medium,
Region,YORKSHIRE AND THE HUMBER,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,11807,High,7245.92,3163.85,1154.35,24100,Low,1.20483466257886,High,71,,High,
Region,EAST MIDLANDS,Design Occupations,Associate Professional And Technical Occupations,Design Occs,1496,Medium,257.25,244.08,932.82,36600,High,1.1155548962226,Average,25,57,Low,Medium
Region,EAST OF ENGLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,1860,Low,319.83,302.64,1160.26,41900,High,1.03887278547716,Average,22,79,Low,High
Region,GREATER LONDON,Design Occupations,Associate Professional And Technical Occupations,Design Occs,5604,Medium,963.73,919.07,3491.53,47000,Very High,2.13275885366526,Very High,28,70,Low,High
Region,NORTH EAST ENGLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,198,Low,34.08,33.97,122.49,36800,High,0.2749924829078,Very Low,,49,,Medium
Region,NORTH WEST ENGLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,1807,Low,310.72,294.44,1126.95,40200,High,1.08386662210965,Average,13,71,Low,High
Region,SOUTH EAST ENGLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,3003,Low,516.7,511.4,1859.97,48500,Very High,1.12748321016513,Average,22,73,Low,High
Region,SOUTH WEST ENGLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,965,Low,165.99,160.77,599.77,41100,High,0.602451272342755,Very Low,10,54,Low,Medium
Region,WEST MIDLANDS,Design Occupations,Associate Professional And Technical Occupations,Design Occs,1002,Low,172.25,159.83,626.91,41400,High,0.627921355892019,Very Low,10,61,Low,Medium
Region,YORKSHIRE AND THE HUMBER,Design Occupations,Associate Professional And Technical Occupations,Design Occs,1024,Low,176.07,166.33,638.94,40800,High,0.670868565644601,Low,6,59,Very Low,Medium
Region,EAST MIDLANDS,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,400,Low,43.71,207.4,142.11,37200,High,0.743118344779564,Low,50,34,Medium,Medium
Region,EAST OF ENGLAND,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,1164,Low,97.59,449.46,488.55,40200,High,1.61972409830937,Very High,61,95,Medium,Very High
Region,GREATER LONDON,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,1429,Low,117.21,538.3,606.35,46700,Very High,1.35492262150128,High,47,56,Medium,Medium
Region,NORTH EAST ENGLAND,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,319,Low,27.33,126.24,132.4,31800,High,1.10378618242378,Average,41,47,Medium,Medium
Region,NORTH WEST ENGLAND,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,435,Low,47.54,225.55,154.54,37900,High,0.650048236949449,Very Low,38,35,Medium,Medium
Region,SOUTH EAST ENGLAND,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,1068,Low,99.07,461.98,424.11,42100,High,0.998998053135056,Average,52,60,Medium,Medium
Region,SOUTH WEST ENGLAND,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,624,Low,54.66,253.11,255.98,39400,High,0.970549835456936,Average,50,57,Medium,Medium
Region,WEST MIDLANDS,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,798,Low,70.98,329.36,324.6,41100,High,1.24588816885451,High,54,84,Medium,High
Region,YORKSHIRE AND THE HUMBER,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,466,Low,45.84,215.18,178.43,35100,High,0.76061001772266,Low,41,46,Medium,Medium
Region,EAST MIDLANDS,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,3356,Medium,665.69,2468.27,203.61,34100,High,1.07865455340655,Average,68,,High,
Region,EAST OF ENGLAND,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,4123,Medium,837.92,2911.04,344.24,36600,High,0.99257615082587,Average,67,,High,
Region,GREATER LONDON,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,6474,Medium,1430.78,3822.25,1123.21,45800,Very High,1.06198259181048,Average,70,,High,
Region,NORTH EAST ENGLAND,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,1511,Medium,292.69,1150.78,62.86,32800,High,0.904526244294684,Average,38,,Medium,
Region,NORTH WEST ENGLAND,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,3746,Medium,790.14,2569.91,357.79,36200,High,0.968470816953522,Average,54,,Medium,
Region,SOUTH EAST ENGLAND,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,6251,Medium,1260.71,4246.21,684.53,38600,High,1.01159185957393,Average,72,,High,
Region,SOUTH WEST ENGLAND,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,3888,Medium,784.98,2752.74,324.78,36500,High,1.04621741445204,Average,68,,High,
Region,WEST MIDLANDS,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,4719,Medium,956.54,3307.66,413.56,36400,High,1.27464305930473,High,65,,Medium,
Region,YORKSHIRE AND THE HUMBER,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,3376,Medium,664.41,2337.46,344.84,35500,High,0.953325039471202,Average,61,,Medium,
Region,EAST MIDLANDS,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,9125,High,3674.16,5441.82,0,25900,Medium,0.863989505585235,Average,72,,High,
Region,EAST OF ENGLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,12700,High,5295.66,7389.93,0,23900,Low,0.900677652822839,Average,75,,High,
Region,GREATER LONDON,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,22593,High,8748.67,13813.85,0,31400,Medium,1.09177657094685,Average,79,,High,
Region,NORTH EAST ENGLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,4080,High,1696.44,2379.87,0,23500,Low,0.719502050876744,Low,56,,Medium,
Region,NORTH WEST ENGLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,16125,High,6558.58,9547.63,0,24500,Medium,1.22809978161587,High,67,,High,
Region,SOUTH EAST ENGLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,21586,High,8604.26,12956.74,0,24900,Medium,1.02906584704972,Average,81,,High,
Region,SOUTH WEST ENGLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,14503,High,5890,8595.69,0,24300,Medium,1.14965809236265,Average,75,,High,
Region,WEST MIDLANDS,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,12464,High,5031.06,7420.91,0,25600,Medium,0.991770563012022,Average,73,,High,
Region,YORKSHIRE AND THE HUMBER,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,11295,High,4704.69,6578.24,0,24500,Medium,0.939593411177462,Average,69,,High,
Region,EAST MIDLANDS,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,3131,Medium,920.81,2081.07,119.54,32800,High,0.817133171158542,Low,51,,Medium,
Region,EAST OF ENGLAND,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,5187,Medium,1508.03,3446.98,215.82,28700,Medium,1.01394895836445,Average,54,,Medium,
Region,GREATER LONDON,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,9716,Medium,2859.44,6457.96,368.87,31800,High,1.29414087092921,High,61,,Medium,
Region,NORTH EAST ENGLAND,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,1390,Medium,422.7,924.39,38.86,27100,Medium,0.675648555099378,Low,33,,Medium,
Region,NORTH WEST ENGLAND,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,4843,Medium,1401.69,3218.16,207.96,26600,Medium,1.01667601707212,Average,40,,Medium,
Region,SOUTH EAST ENGLAND,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,8822,Medium,2629.71,5864.95,300.86,27200,Medium,1.15923697424754,Average,62,,Medium,
Region,SOUTH WEST ENGLAND,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,3376,Medium,971,2243.12,151.19,24600,Medium,0.737645114879625,Low,46,,Medium,
Region,WEST MIDLANDS,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,5471,Medium,1700.16,3639.68,115.83,23700,Low,1.19992656213098,Average,51,72,Medium,High
Region,YORKSHIRE AND THE HUMBER,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,3738,Medium,1141.49,2486.04,99.67,24200,Medium,0.857091530246009,Average,44,,Medium,
Region,EAST MIDLANDS,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,2055,Medium,210.17,949.82,725.21,33200,High,0.766675371330859,Low,99,86,Very High,High
Region,EAST OF ENGLAND,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,4020,Medium,496.46,1701.52,1582.47,32400,High,1.12335186654111,Average,99,93,Very High,Very High
Region,GREATER LONDON,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,5017,Medium,606.18,2177.21,1926.08,35800,High,0.95527422697181,Average,95,92,Very High,Very High
Region,NORTH EAST ENGLAND,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,993,Medium,101.29,469.73,357.56,35200,High,0.689993839704979,Low,93,65,Very High,Medium
Region,NORTH WEST ENGLAND,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,3876,Medium,388.77,1770.1,1470.83,33100,High,1.1631662462391,Average,86,74,High,High
Region,SOUTH EAST ENGLAND,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,5118,Medium,513.49,2288.27,1990.26,32000,High,0.961380625255993,Average,95,94,Very High,Very High
Region,SOUTH WEST ENGLAND,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,4475,Medium,528.35,1819.81,1868.51,32400,High,1.39774512130543,High,99,96,Very High,Very High
Region,WEST MIDLANDS,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,3726,Medium,462.31,1528.39,1563.61,32600,High,1.1682094518163,Average,98,84,Very High,High
Region,YORKSHIRE AND THE HUMBER,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,3163,Medium,342.62,1399.61,1214.92,36100,High,1.03675708296076,Average,95,85,Very High,High
Region,EAST MIDLANDS,Information Technology Technicians,Associate Professional And Technical Occupations,IT Techs,5015,Medium,1603.66,1031.95,2247.54,33400,High,0.919291905629744,Average,57,99,Medium,Very High
